,precision,recall,f1-score,support
0,0.7633078384066526,0.7479503043106484,0.7555510390732179,19881.0
1,0.7557635131841888,0.7707908733906647,0.7632032288231532,20117.0
accuracy,0.759437971898595,0.759437971898595,0.759437971898595,0.759437971898595
macro avg,0.7595356757954207,0.7593705888506566,0.7593771339481855,39998.0
weighted avg,0.7595134189231708,0.759437971898595,0.7593997090367023,39998.0
