,precision,recall,f1-score,support
0,0.8520326047453404,0.8246319280438169,0.8381083703590214,19901.0
1,0.8317099045230977,0.8581948452582346,0.8447448329904984,20098.0
accuracy,0.841496037400935,0.841496037400935,0.841496037400935,0.841496037400935
macro avg,0.8418712546342191,0.8414133866510258,0.8414266016747599,39999.0
weighted avg,0.8418212087337742,0.841496037400935,0.8414429443725574,39999.0
