,precision,recall,f1-score,support
0,0.8575273985771967,0.8843942097957564,0.8707536118703632,20172.0
1,0.8785100286532951,0.8505068845513694,0.8642816872533442,19827.0
accuracy,0.8675966899172479,0.8675966899172479,0.8675966899172479,0.8675966899172479
macro avg,0.868018713615246,0.867450547173563,0.8675176495618537,39999.0
weighted avg,0.8679282237607963,0.8675966899172479,0.8675455604345363,39999.0
