,precision,recall,f1-score,support
0,0.8791625019727497,0.8386190285026094,0.8584123070601227,19928.0
1,0.8467914820637416,0.8855619768832204,0.8657428828872707,20072.0
accuracy,0.862175,0.862175,0.862175,0.862175
macro avg,0.8629769920182456,0.8620905026929149,0.8620775949736967,40000.0
weighted avg,0.8629187241824094,0.862175,0.8620907900101856,40000.0
