,precision,recall,f1-score,support
0,0.8599534695529031,0.8458783145117158,0.8528578235898979,20101.0
1,0.8468383843377664,0.8608402854558247,0.8537819314641745,19898.0
accuracy,0.8533213330333258,0.8533213330333258,0.8533213330333258,0.8533213330333258
macro avg,0.8533959269453347,0.8533592999837702,0.8533198775270362,39999.0
weighted avg,0.8534292073060771,0.8533213330333258,0.8533175325446807,39999.0
