,precision,recall,f1-score,support
0,0.8471506200362269,0.9140566274116763,0.8793327869642771,19955.0
1,0.9071316402231007,0.8358030234994761,0.8700077901843677,20043.0
accuracy,0.8748437421871094,0.8748437421871094,0.8748437421871094,0.8748437421871094
macro avg,0.8771411301296638,0.8749298254555762,0.8746702885743224,39998.0
weighted avg,0.8772071125509904,0.8748437421871094,0.874660030564964,39998.0
