,precision,recall,f1-score,support
0,0.5045045045045045,0.7088607594936709,0.5894736842105263,79.0
1,0.15463917525773196,0.23809523809523808,0.1875,63.0
2,0.17567567567567569,0.1625,0.16883116883116883,80.0
3,0.1,0.09411764705882353,0.09696969696969698,85.0
4,0.04081632653061224,0.027777777777777776,0.033057851239669415,72.0
5,0.11363636363636363,0.05952380952380952,0.07812499999999999,84.0
6,0.1836734693877551,0.10843373493975904,0.13636363636363638,83.0
7,0.0547945205479452,0.05263157894736842,0.053691275167785234,76.0
8,0.09333333333333334,0.1076923076923077,0.1,65.0
9,0.1076923076923077,0.08860759493670886,0.09722222222222222,79.0
10,0.08064516129032258,0.07936507936507936,0.08,63.0
11,0.07894736842105263,0.04285714285714286,0.05555555555555556,70.0
12,0.07692307692307693,0.021739130434782608,0.03389830508474576,92.0
13,0.08571428571428572,0.03571428571428571,0.05042016806722689,84.0
14,0.09090909090909091,0.05063291139240506,0.06504065040650407,79.0
15,0.047619047619047616,0.012658227848101266,0.02,79.0
16,0.05263157894736842,0.014084507042253521,0.022222222222222223,71.0
17,0.03125,0.01694915254237288,0.02197802197802198,59.0
18,0.02702702702702703,0.014492753623188406,0.018867924528301886,69.0
19,0.05263157894736842,0.038461538461538464,0.044444444444444446,52.0
20,0.015873015873015872,0.017241379310344827,0.016528925619834708,58.0
21,0.0392156862745098,0.0425531914893617,0.04081632653061224,47.0
22,0.0,0.0,0.0,31.0
23,0.046875,0.06521739130434782,0.05454545454545454,46.0
24,0.0,0.0,0.0,41.0
25,0.029850746268656716,0.07142857142857142,0.042105263157894736,28.0
26,0.011764705882352941,0.03571428571428571,0.017699115044247787,28.0
27,0.0,0.0,0.0,24.0
28,0.022727272727272728,0.06451612903225806,0.03361344537815126,31.0
29,0.014925373134328358,0.043478260869565216,0.02222222222222222,23.0
30,0.0125,0.03571428571428571,0.01851851851851852,28.0
31,0.0,0.0,0.0,19.0
32,0.029850746268656716,0.08,0.043478260869565216,25.0
accuracy,0.08572922111866178,0.08572922111866178,0.08572922111866178,0.08572922111866178
macro avg,0.07201958905435343,0.07366844462453438,0.06797543512661301,1913.0
weighted avg,0.09036032779817559,0.08572922111866178,0.08278074087899503,1913.0
