,precision,recall,f1-score,support
0,0.4462809917355372,0.8571428571428571,0.5869565217391304,63.0
1,0.1527777777777778,0.2972972972972973,0.2018348623853211,74.0
2,0.10576923076923077,0.14285714285714285,0.12154696132596683,77.0
3,0.10344827586206896,0.10843373493975904,0.10588235294117647,83.0
4,0.08450704225352113,0.07692307692307693,0.08053691275167785,78.0
5,0.043478260869565216,0.029850746268656716,0.035398230088495575,67.0
6,0.038461538461538464,0.021739130434782608,0.027777777777777776,92.0
7,0.1232876712328767,0.1125,0.11764705882352942,80.0
8,0.10679611650485436,0.12790697674418605,0.1164021164021164,86.0
9,0.22093023255813954,0.2111111111111111,0.2159090909090909,90.0
10,0.12962962962962962,0.109375,0.11864406779661016,64.0
11,0.043478260869565216,0.029850746268656716,0.035398230088495575,67.0
12,0.044444444444444446,0.028169014084507043,0.03448275862068966,71.0
13,0.07692307692307693,0.02857142857142857,0.041666666666666664,70.0
14,0.0,0.0,0.0,82.0
15,0.10638297872340426,0.06756756756756757,0.08264462809917356,74.0
16,0.07317073170731707,0.039473684210526314,0.05128205128205128,76.0
17,0.07142857142857142,0.029850746268656716,0.042105263157894736,67.0
18,0.0,0.0,0.0,56.0
19,0.041666666666666664,0.01694915254237288,0.024096385542168672,59.0
20,0.041666666666666664,0.06382978723404255,0.05042016806722688,47.0
21,0.03225806451612903,0.02127659574468085,0.02564102564102564,47.0
22,0.02857142857142857,0.034482758620689655,0.03125,29.0
23,0.14285714285714285,0.16279069767441862,0.15217391304347827,43.0
24,0.0,0.0,0.0,37.0
25,0.058823529411764705,0.05555555555555555,0.05714285714285714,36.0
26,0.025,0.06451612903225806,0.036036036036036036,31.0
27,0.04411764705882353,0.12,0.06451612903225806,25.0
28,0.03333333333333333,0.06896551724137931,0.04494382022471911,29.0
29,0.03278688524590164,0.07142857142857142,0.0449438202247191,28.0
30,0.05714285714285714,0.06451612903225806,0.060606060606060615,31.0
31,0.08955223880597014,0.24,0.13043478260869565,25.0
32,0.038461538461538464,0.10344827586206896,0.05607476635514018,29.0
accuracy,0.10611604809200209,0.10611604809200209,0.10611604809200209,0.10611604809200209
macro avg,0.07992220698452551,0.1032236191108639,0.08467864592061362,1913.0
weighted avg,0.08886807256317109,0.10611604809200209,0.09140082911239987,1913.0
