,precision,recall,f1-score,support
0,0.9626704953338119,0.9745639534883721,0.9685807150595883,1376.0
1,0.8479890933878664,0.8873038516405135,0.8672011153712095,1402.0
2,0.7164988381099923,0.6560283687943262,0.6849315068493151,1410.0
3,0.9256505576208178,0.9803149606299213,0.9521988527724665,254.0
4,0.6971153846153846,0.6304347826086957,0.6621004566210046,1380.0
5,0.7554257095158597,0.7980599647266314,0.7761578044596913,1134.0
6,0.9396411092985318,0.9779286926994907,0.9584026622296173,589.0
7,0.7854757929883138,0.6594253679046952,0.7169523809523811,1427.0
8,0.9844810863239574,0.9863945578231292,0.9854368932038834,1029.0
9,0.7351524879614767,0.8641509433962264,0.7944492627927146,530.0
10,0.779296875,0.7762645914396887,0.7777777777777778,1028.0
11,0.9992774566473989,0.9992774566473989,0.9992774566473989,1384.0
12,0.9574319609211445,0.9751243781094527,0.9661971830985915,1407.0
13,0.7788184438040345,0.7570028011204482,0.7677556818181818,1428.0
14,0.9616801768607222,0.9645232815964523,0.9630996309963099,1353.0
15,0.4640792733278282,0.41414885777450255,0.43769470404984423,1357.0
16,0.8076923076923077,0.8005865102639296,0.8041237113402062,682.0
17,0.9852216748768473,0.9900990099009901,0.9876543209876543,1414.0
18,0.8972332015810277,0.8388765705838876,0.86707410236822,1353.0
19,0.6949367088607595,0.7157757496740548,0.7052023121387284,767.0
20,0.6654929577464789,0.8381374722838137,0.7419038272816488,451.0
21,0.5431034482758621,0.6483704974271012,0.5910867865519938,583.0
22,0.9925512104283054,0.9861239592969473,0.9893271461716937,1081.0
23,0.524873828406633,0.5283018867924528,0.5265822784810127,1378.0
24,0.5716451857467779,0.5347517730496454,0.5525833638695493,1410.0
25,0.6283367556468172,0.8406593406593407,0.7191539365452408,728.0
26,0.8884644766997708,0.914308176100629,0.901201084850833,1272.0
accuracy,0.8016347485391968,0.8016347485391968,0.8016347485391968,0.8016347485391968
macro avg,0.7959346850992121,0.8124791761641754,0.8023743316772872,29607.0
weighted avg,0.8013755113778486,0.8016347485391968,0.8001621812568535,29607.0
