,precision,recall,f1-score,support
0,0.8870967741935484,0.9922680412371134,0.9367396593673966,388.0
1,0.631367292225201,0.878731343283582,0.734789391575663,536.0
2,0.254416961130742,0.421875,0.3174136664217487,512.0
3,0.31634182908545727,0.38294010889292196,0.34646962233169126,551.0
4,0.22984356197352587,0.3374558303886926,0.2734430923407301,566.0
5,0.17613636363636365,0.12550607287449392,0.14657210401891255,494.0
6,0.13527851458885942,0.09883720930232558,0.11422172452407614,516.0
7,0.13220338983050847,0.16149068322981366,0.14538676607642123,483.0
8,0.17043478260869566,0.17625899280575538,0.17329796640141468,556.0
9,0.10874200426439233,0.10019646365422397,0.10429447852760736,509.0
10,0.09780439121756487,0.09074074074074075,0.09414024975984629,540.0
11,0.05791505791505792,0.025684931506849314,0.03558718861209964,584.0
12,0.08560311284046693,0.043052837573385516,0.057291666666666664,511.0
13,0.11583011583011583,0.05415162454873646,0.07380073800738007,554.0
14,0.06857142857142857,0.04395604395604396,0.053571428571428575,546.0
15,0.06796116504854369,0.025044722719141325,0.036601307189542485,559.0
16,0.08010335917312661,0.05783582089552239,0.06717226435536294,536.0
17,0.0379746835443038,0.0057251908396946565,0.009950248756218904,524.0
18,0.054945054945054944,0.009633911368015413,0.016393442622950817,519.0
19,0.09090909090909091,0.009578544061302681,0.01733102253032929,522.0
20,0.061611374407582936,0.030162412993039442,0.040498442367601244,431.0
21,0.03225806451612903,0.004524886877828055,0.007936507936507938,442.0
22,0.07253886010362694,0.040229885057471264,0.05175600739371534,348.0
23,0.03626943005181347,0.021212121212121213,0.026768642447418736,330.0
24,0.04452054794520548,0.05485232067510549,0.04914933837429111,237.0
25,0.035,0.03225806451612903,0.03357314148681055,217.0
26,0.039603960396039604,0.020512820512820513,0.027027027027027025,195.0
27,0.018867924528301886,0.01282051282051282,0.015267175572519083,156.0
28,0.007692307692307693,0.019417475728155338,0.011019283746556472,103.0
29,0.022922636103151862,0.08247422680412371,0.03587443946188341,97.0
30,0.018255578093306288,0.11842105263157894,0.03163444639718804,76.0
31,0.019120458891013385,0.14285714285714285,0.033726812816188875,70.0
32,0.012684989429175475,0.12,0.02294455066921606,50.0
33,0.0111731843575419,0.15,0.02079722703639515,40.0
34,0.006688963210702341,0.058823529411764705,0.012012012012012012,34.0
35,0.0,0.0,0.0,22.0
36,0.004608294930875576,0.1,0.00881057268722467,20.0
accuracy,0.15844175265440408,0.15844175265440408,0.15844175265440408,0.15844175265440408
macro avg,0.11468366238348168,0.13647379908043644,0.11306117989432546,13374.0
weighted avg,0.15035215351013592,0.15844175265440408,0.14603696698725066,13374.0
