,precision,recall,f1-score,support
0,0.3097560975609756,0.33687002652519893,0.3227445997458704,377.0
1,0.5724331926863573,0.7650375939849624,0.6548672566371682,532.0
2,0.4516765285996055,0.4437984496124031,0.447702834799609,516.0
3,0.27165932452276065,0.34774436090225563,0.30502885408079145,532.0
4,0.29508196721311475,0.30111524163568776,0.2980680772769089,538.0
5,0.16257668711656442,0.10231660231660232,0.12559241706161137,518.0
6,0.14285714285714285,0.08851224105461393,0.10930232558139535,531.0
7,0.14915254237288136,0.15384615384615385,0.15146299483648884,572.0
8,0.15248796147672553,0.17399267399267399,0.16253207869974337,546.0
9,0.13476263399693722,0.16666666666666666,0.14902624894157496,528.0
10,0.10204081632653061,0.07407407407407407,0.08583690987124463,540.0
11,0.12804878048780488,0.07581227436823104,0.09523809523809523,554.0
12,0.11274509803921569,0.04181818181818182,0.0610079575596817,550.0
13,0.08403361344537816,0.056925996204933584,0.06787330316742082,527.0
14,0.07307692307692308,0.03653846153846154,0.04871794871794872,520.0
15,0.058577405857740586,0.026217228464419477,0.03622250970245796,534.0
16,0.08527131782945736,0.019434628975265017,0.031654676258992806,566.0
17,0.09239130434782608,0.031598513011152414,0.04709141274238227,538.0
18,0.05303030303030303,0.014492753623188406,0.02276422764227642,483.0
19,0.08024691358024691,0.023853211009174313,0.036775106082036775,545.0
20,0.06532663316582915,0.02754237288135593,0.038748137108792845,472.0
21,0.045871559633027525,0.0117096018735363,0.01865671641791045,427.0
22,0.06040268456375839,0.027950310559006212,0.03821656050955414,322.0
23,0.08,0.02572347266881029,0.0389294403892944,311.0
24,0.045454545454545456,0.04608294930875576,0.04576659038901602,217.0
25,0.04048582995951417,0.04608294930875576,0.04310344827586207,217.0
26,0.014388489208633094,0.012422360248447204,0.013333333333333334,161.0
27,0.012048192771084338,0.014084507042253521,0.012987012987012988,142.0
28,0.029288702928870293,0.056451612903225805,0.03856749311294766,124.0
29,0.015432098765432098,0.04950495049504951,0.023529411764705882,101.0
30,0.015189873417721518,0.08450704225352113,0.02575107296137339,71.0
31,0.009433962264150943,0.06493506493506493,0.016474464579901153,77.0
32,0.007731958762886598,0.05,0.013392857142857144,60.0
33,0.010460251046025104,0.1111111111111111,0.019120458891013385,45.0
34,0.0078125,0.12903225806451613,0.014732965009208104,31.0
35,0.004285714285714286,0.11538461538461539,0.008264462809917356,26.0
36,0.0070126227208976155,0.21739130434782608,0.01358695652173913,23.0
accuracy,0.1345147300732765,0.1345147300732765,0.1345147300732765,0.1345147300732765
macro avg,0.10763600468574545,0.11812383289216626,0.09953165450940915,13374.0
weighted avg,0.1459744428846282,0.1345147300732765,0.1327296967265626,13374.0
